100,1,163,723,61,145,-1,-1,1
100,3,182,798,141,46,-1,-1,1
101,1,163,723,60,144,-1,-1,1
101,3,181,799,140,46,-1,-1,1
102,1,163,720,61,146,-1,-1,1
102,3,164,804,149,33,-1,-1,1
103,1,146,718,63,150,-1,-1,1
103,3,168,797,145,43,-1,-1,1
104,1,158,721,73,137,-1,-1,1
104,3,160,801,152,36,-1,-1,1
106,1,149,735,104,113,-1,-1,1
106,2,108,742,111,134,-1,-1,1
107,1,153,728,99,127,-1,-1,1
107,2,92,773,151,109,-1,-1,1
108,1,152,737,105,110,-1,-1,1
108,2,101,784,153,99,-1,-1,1
109,1,151,744,113,97,-1,-1,1
109,2,114,803,171,73,-1,-1,1
110,1,158,710,55,141,-1,-1,1
110,2,114,818,180,57,-1,-1,1
110,3,155,765,133,73,-1,-1,1
111,1,156,710,56,141,-1,-1,1
111,2,127,821,178,54,-1,-1,1
111,3,157,771,143,64,-1,-1,1
112,1,154,709,58,140,-1,-1,1
112,2,136,826,180,50,-1,-1,1
112,3,148,771,159,63,-1,-1,1
113,1,152,705,61,143,-1,-1,1
113,2,146,827,179,50,-1,-1,1
113,3,149,773,162,59,-1,-1,1
114,1,149,704,63,145,-1,-1,1
114,2,162,829,179,44,-1,-1,1
114,3,155,775,156,60,-1,-1,1
115,1,147,703,66,145,-1,-1,1
115,2,173,828,173,46,-1,-1,1
115,3,160,771,147,66,-1,-1,1
116,1,144,701,70,145,-1,-1,1
116,2,178,826,179,46,-1,-1,1
116,3,162,765,141,77,-1,-1,1
117,1,143,699,71,147,-1,-1,1
117,3,166,759,134,85,-1,-1,1
118,1,142,699,69,147,-1,-1,1
118,3,170,753,126,91,-1,-1,1
119,1,142,698,67,146,-1,-1,1
119,3,176,746,116,98,-1,-1,1
120,1,140,695,70,148,-1,-1,1
120,3,176,740,116,103,-1,-1,1
121,1,139,693,70,149,-1,-1,1
121,3,175,738,119,103,-1,-1,1
122,1,138,692,70,149,-1,-1,1
122,3,174,734,119,107,-1,-1,1
123,1,137,690,71,149,-1,-1,1
123,3,172,733,122,108,-1,-1,1
124,1,136,687,71,154,-1,-1,1
124,3,179,734,112,111,-1,-1,1
125,1,134,684,76,160,-1,-1,1
125,3,185,732,98,113,-1,-1,1
126,1,131,678,79,160,-1,-1,1
126,3,185,728,87,117,-1,-1,1
127,1,131,676,79,154,-1,-1,1
127,3,181,718,81,117,-1,-1,1
128,1,130,676,74,150,-1,-1,1
128,3,186,711,70,129,-1,-1,1
129,1,129,677,74,148,-1,-1,1
129,3,188,708,67,134,-1,-1,1
130,1,127,677,77,147,-1,-1,1
130,3,186,707,78,139,-1,-1,1
152,1,106,673,101,132,-1,-1,1
152,5,141,600,116,112,-1,-1,1
153,1,105,673,103,131,-1,-1,1
153,5,138,607,116,109,-1,-1,1
154,1,107,671,102,134,-1,-1,1
154,5,125,612,126,108,-1,-1,1
155,1,106,666,106,135,-1,-1,1
155,5,123,615,123,110,-1,-1,1
156,1,106,669,108,132,-1,-1,1
156,5,122,616,116,113,-1,-1,1
157,1,107,671,108,133,-1,-1,1
157,5,122,614,107,117,-1,-1,1
158,1,108,674,109,132,-1,-1,1
158,5,121,621,105,118,-1,-1,1
159,1,108,678,110,129,-1,-1,1
159,5,124,627,96,109,-1,-1,1
160,1,109,678,110,131,-1,-1,1
160,5,125,621,80,124,-1,-1,1
161,1,109,680,115,136,-1,-1,1
161,5,122,624,73,134,-1,-1,1
162,1,107,689,121,124,-1,-1,1
162,5,119,628,71,137,-1,-1,1
163,1,109,692,122,121,-1,-1,1
163,5,119,631,66,139,-1,-1,1
164,1,108,693,124,119,-1,-1,1
164,3,192,718,103,139,-1,-1,1
164,5,119,634,62,143,-1,-1,1
165,1,109,693,122,118,-1,-1,1
165,3,192,720,101,140,-1,-1,1
165,5,114,642,55,141,-1,-1,1
166,1,111,693,122,118,-1,-1,1
166,3,196,722,100,140,-1,-1,1
166,5,113,654,88,152,-1,-1,1
167,1,112,691,120,122,-1,-1,1
167,3,196,725,99,138,-1,-1,1
